,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0,0.318681318681,0.265625,0.0,0.285046728972,0.125,0.0,1.0,0.0,0.777777777778,0.5
1,0.78021978022,0.78125,0.6,0.775700934579,0.5,0.0,1.0,0.0,0.777777777778,1.0
2,0.021978021978,0.8125,1.0,0.822429906542,0.25,0.0,1.0,0.0,0.777777777778,1.0
3,0.692307692308,0.796875,0.6,0.593457943925,0.375,0.0,1.0,0.0,0.777777777778,0.5
4,0.307692307692,0.25,0.0,0.294392523364,0.125,0.0,1.0,0.0,0.777777777778,0.5
5,0.351648351648,0.21875,0.0,0.266355140187,0.125,0.0,1.0,0.0,0.777777777778,0.5
6,0.010989010989,0.640625,0.8,0.705607476636,0.25,0.0,1.0,0.0,0.777777777778,0.5
7,0.912087912088,0.765625,0.6,0.761682242991,0.375,0.0,1.0,0.0,0.777777777778,0.5
8,0.879120879121,1.0,0.6,0.598130841121,0.375,0.0,1.0,0.0,0.777777777778,0.5
9,0.362637362637,0.265625,0.0,0.214953271028,0.125,0.0,1.0,0.0,0.777777777778,0.5
10,0.395604395604,0.28125,0.0,0.182242990654,0.125,0.0,1.0,0.0,0.777777777778,0.5
11,0.021978021978,0.703125,0.8,0.976635514019,0.25,0.0,1.0,0.0,0.777777777778,0.5
12,0.824175824176,0.875,0.4,0.644859813084,0.375,0.0,1.0,0.0,0.777777777778,0.5
13,0.351648351648,0.296875,0.0,0.242990654206,0.125,0.0,1.0,0.0,0.777777777778,0.5
14,0.296703296703,0.3125,0.0,0.191588785047,0.125,0.0,1.0,0.0,0.777777777778,0.5
15,0.318681318681,0.28125,0.0,0.219626168224,0.125,0.0,1.0,0.0,0.777777777778,0.5
16,0.395604395604,0.171875,0.0,0.299065420561,0.125,0.0,1.0,0.0,0.777777777778,0.5
17,0.758241758242,0.984375,0.4,0.742990654206,0.5,0.0,1.0,0.0,0.777777777778,0.5
18,0.395604395604,0.234375,0.0,0.299065420561,0.125,1.0,1.0,1.0,0.777777777778,0.5
19,0.736263736264,0.828125,0.6,0.775700934579,0.375,0.0,1.0,0.0,0.777777777778,0.5
20,0.021978021978,0.734375,0.8,0.869158878505,0.25,0.0,1.0,0.0,0.777777777778,0.5
21,0.318681318681,0.296875,0.0,0.238317757009,0.125,0.0,1.0,0.0,0.777777777778,0.5
22,0.0,0.921875,0.8,0.971962616822,0.25,0.0,1.0,0.0,0.777777777778,0.5
23,0.406593406593,0.328125,0.0,0.200934579439,0.125,0.0,1.0,0.0,0.777777777778,0.5
24,0.340659340659,0.265625,0.0,0.289719626168,0.125,0.0,1.0,0.0,0.777777777778,0.5
25,0.879120879121,0.875,0.6,0.682242990654,0.375,0.0,1.0,0.0,0.777777777778,0.5
26,0.802197802198,0.796875,0.4,0.668224299065,0.375,0.0,1.0,0.0,0.777777777778,0.5
27,0.340659340659,0.203125,0.0,0.182242990654,0.125,0.0,1.0,0.0,0.777777777778,0.5
28,0.351648351648,0.15625,0.0,0.14953271028,0.125,0.0,1.0,0.0,0.222222222222,0.5
29,0.318681318681,0.21875,0.0,0.168224299065,0.125,0.0,1.0,0.0,0.222222222222,0.5
30,0.0,0.40625,0.8,0.92523364486,0.25,0.0,1.0,0.0,0.222222222222,0.5
31,0.395604395604,0.328125,0.0,0.177570093458,0.125,0.0,1.0,0.0,0.333333333333,0.5
32,0.340659340659,0.234375,0.0,0.228971962617,0.125,0.0,1.0,0.0,0.333333333333,0.5
33,0.395604395604,0.296875,0.0,0.205607476636,0.125,0.0,1.0,0.0,0.333333333333,0.5
34,0.824175824176,0.796875,0.4,0.700934579439,0.5,0.0,1.0,0.0,0.333333333333,0.5
35,0.010989010989,0.90625,0.8,0.742990654206,0.25,0.0,1.0,0.0,1.0,0.5
36,0.318681318681,0.15625,0.0,0.191588785047,0.125,0.0,1.0,0.0,1.0,0.5
37,0.395604395604,0.21875,0.0,0.140186915888,0.125,0.0,1.0,0.0,1.0,0.5
38,0.021978021978,0.828125,0.8,0.981308411215,0.25,0.0,1.0,0.0,1.0,0.5
39,0.351648351648,0.28125,0.0,0.261682242991,0.125,0.0,1.0,0.0,1.0,0.5
40,0.857142857143,0.8125,0.6,0.808411214953,0.375,0.0,1.0,0.0,1.0,0.5
41,0.395604395604,0.1875,0.0,0.289719626168,0.125,0.0,1.0,0.0,1.0,0.5
42,0.340659340659,0.15625,0.0,0.144859813084,0.125,0.0,1.0,0.0,1.0,0.5
43,0.010989010989,0.6875,1.0,0.864485981308,0.25,0.0,1.0,0.0,1.0,0.5
44,0.0,0.828125,0.8,0.841121495327,0.25,0.0,1.0,0.0,1.0,0.5
45,0.824175824176,0.59375,0.2,0.401869158879,0.25,0.0,1.0,0.0,1.0,0.5
46,0.340659340659,0.296875,0.0,0.238317757009,0.125,0.0,1.0,0.0,0.888888888889,0.5
47,0.527472527473,0.53125,0.2,0.827102803738,0.5,0.0,1.0,0.0,0.888888888889,0.5
48,0.340659340659,0.28125,0.0,0.242990654206,0.125,0.0,1.0,0.0,0.888888888889,0.5
49,0.373626373626,0.171875,0.0,0.238317757009,0.125,0.0,1.0,0.0,0.888888888889,0.5
50,0.043956043956,0.65625,0.8,0.261682242991,0.0,0.0,1.0,0.0,0.888888888889,0.5
51,0.384615384615,0.296875,0.0,0.182242990654,0.125,0.0,1.0,0.0,0.888888888889,0.5
52,0.318681318681,0.296875,0.0,0.177570093458,0.125,0.0,1.0,0.0,0.888888888889,0.5
53,0.32967032967,0.28125,0.0,0.168224299065,0.125,0.0,1.0,0.0,0.888888888889,0.5
54,0.010989010989,0.875,1.0,0.985981308411,0.25,0.0,1.0,0.0,0.888888888889,0.5
55,0.307692307692,0.15625,0.0,0.205607476636,0.125,0.0,1.0,0.0,0.888888888889,0.5
56,0.021978021978,0.90625,1.0,0.742990654206,0.25,0.0,1.0,0.0,0.888888888889,0.5
57,0.010989010989,0.703125,0.8,0.995327102804,0.25,0.0,1.0,0.0,1.0,0.5
58,0.318681318681,0.28125,0.0,0.14953271028,0.125,0.0,1.0,0.0,1.0,0.5
59,0.835164835165,1.0,0.4,0.602803738318,0.375,0.0,1.0,0.0,1.0,0.5
60,0.835164835165,0.859375,0.6,0.607476635514,0.375,0.0,1.0,0.0,0.444444444444,1.0
61,0.021978021978,0.890625,1.0,0.990654205607,0.25,0.0,1.0,0.0,0.0,1.0
62,0.010989010989,0.921875,0.8,0.691588785047,0.375,0.0,1.0,0.0,0.0,1.0
63,0.296703296703,0.3125,0.0,0.168224299065,0.125,0.0,1.0,0.0,0.0,1.0
64,0.021978021978,0.90625,0.8,0.88785046729,0.25,0.0,1.0,0.0,0.0,1.0
65,0.791208791209,0.53125,0.8,0.303738317757,0.25,0.0,1.0,0.0,0.0,1.0
66,0.373626373626,0.28125,0.0,0.266355140187,0.125,0.0,1.0,0.0,0.666666666667,1.0
67,0.89010989011,0.96875,0.4,0.785046728972,0.5,0.0,1.0,0.0,0.666666666667,1.0
68,0.736263736264,0.78125,0.6,0.593457943925,0.375,1.0,1.0,0.0,0.666666666667,1.0
69,0.373626373626,0.21875,0.0,0.182242990654,0.125,0.0,1.0,0.0,0.666666666667,1.0
70,0.714285714286,0.984375,0.0,0.845794392523,0.125,0.0,1.0,0.0,0.0,1.0
71,0.0,0.640625,0.6,0.836448598131,0.25,0.0,1.0,0.0,0.666666666667,1.0
72,0.395604395604,0.203125,0.0,0.247663551402,0.125,0.0,1.0,0.0,0.666666666667,0.0
73,0.0,0.796875,1.0,0.929906542056,0.25,0.0,1.0,0.0,0.666666666667,0.5
74,0.021978021978,0.953125,0.8,0.845794392523,0.25,0.0,1.0,0.0,0.666666666667,1.0
75,0.021978021978,0.671875,1.0,0.981308411215,0.25,0.0,1.0,0.0,0.666666666667,1.0
76,0.010989010989,0.734375,0.8,0.929906542056,0.25,0.0,1.0,0.0,0.666666666667,1.0
77,0.340659340659,0.28125,0.0,0.191588785047,0.125,0.0,1.0,0.0,0.555555555556,1.0
