0,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,150_AMH,2_NP,2_to_3_TSC
1,0_WA,1_L,sales,medium_SAL,high_SAT,70_LE,240_AMH,4_NP,4_to_6_TSC
2,0_WA,1_L,sales,medium_SAL,very_low_SAT,70_LE,270_AMH,6_NP,4_to_6_TSC
3,0_WA,1_L,sales,low_SAL,medium_SAT,70_LE,210_AMH,4_NP,4_to_6_TSC
4,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,150_AMH,2_NP,2_to_3_TSC
5,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,150_AMH,2_NP,2_to_3_TSC
6,0_WA,1_L,sales,low_SAL,very_low_SAT,70_LE,240_AMH,6_NP,4_to_6_TSC
7,0_WA,1_L,sales,low_SAL,high_SAT,70_LE,240_AMH,4_NP,4_to_6_TSC
8,0_WA,1_L,sales,low_SAL,high_SAT,90_LE,210_AMH,4_NP,4_to_6_TSC
9,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
10,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
11,0_WA,1_L,sales,low_SAL,very_low_SAT,70_LE,300_AMH,6_NP,4_to_6_TSC
12,0_WA,1_L,sales,low_SAL,high_SAT,90_LE,210_AMH,4_NP,4_to_6_TSC
13,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
14,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
15,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
16,0_WA,1_L,sales,low_SAL,low_SAT,30_LE,150_AMH,2_NP,2_to_3_TSC
17,0_WA,1_L,sales,low_SAL,high_SAT,90_LE,240_AMH,4_NP,4_to_6_TSC
18,1_WA,1_L,sales,low_SAL,low_SAT,50_LE,150_AMH,2_NP,2_to_3_TSC
19,0_WA,1_L,sales,low_SAL,high_SAT,70_LE,240_AMH,4_NP,4_to_6_TSC
20,0_WA,1_L,sales,low_SAL,very_low_SAT,70_LE,270_AMH,6_NP,4_to_6_TSC
21,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
22,0_WA,1_L,sales,low_SAL,very_low_SAT,90_LE,300_AMH,6_NP,4_to_6_TSC
23,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,120_AMH,2_NP,2_to_3_TSC
24,0_WA,1_L,sales,low_SAL,low_SAT,50_LE,150_AMH,2_NP,2_to_3_TSC
25,0_WA,1_L,sales,low_SAL,high_SAT,90_LE,240_AMH,4_NP,4_to_6_TSC
